reviewTime_parsed,avg_rating
1999-06-30,5.0
1999-07-31,4.5
1999-08-31,5.0
1999-09-30,4.833333333333333
1999-10-31,4.0
1999-11-30,3.9642857142857144
1999-12-31,4.425
2000-01-31,4.03125
2000-02-29,4.0
2000-03-31,3.9696969696969697
2000-04-30,4.4324324324324325
2000-05-31,4.3023255813953485
2000-06-30,4.3375
2000-07-31,4.25
2000-08-31,4.186046511627907
2000-09-30,4.423076923076923
2000-10-31,4.431192660550459
2000-11-30,4.042105263157895
2000-12-31,4.1923076923076925
2001-01-31,3.97196261682243
2001-02-28,4.2727272727272725
2001-03-31,4.08080808080808
2001-04-30,4.067415730337078
2001-05-31,4.02803738317757
2001-06-30,4.041420118343195
2001-07-31,4.054216867469879
2001-08-31,4.173076923076923
2001-09-30,4.32824427480916
2001-10-31,4.088050314465409
2001-11-30,4.179372197309417
2001-12-31,4.141379310344828
2002-01-31,3.959090909090909
2002-02-28,4.0837696335078535
2002-03-31,4.082608695652174
2002-04-30,3.9371428571428573
2002-05-31,4.111111111111111
2002-06-30,4.005649717514125
2002-07-31,3.9027777777777777
2002-08-31,4.25668449197861
2002-09-30,4.037234042553192
2002-10-31,3.9846153846153847
2002-11-30,4.010489510489511
2002-12-31,4.084183673469388
2003-01-31,4.03421052631579
2003-02-28,3.9625468164794007
2003-03-31,4.041666666666667
2003-04-30,3.9604863221884496
2003-05-31,3.971590909090909
2003-06-30,4.115068493150685
2003-07-31,4.1678321678321675
2003-08-31,3.9012738853503186
2003-09-30,4.038690476190476
2003-10-31,3.853448275862069
2003-11-30,3.8656716417910446
2003-12-31,3.832412523020258
2004-01-31,3.8565400843881856
2004-02-29,3.923963133640553
2004-03-31,3.834437086092715
2004-04-30,3.9429928741092635
2004-05-31,3.8299319727891157
2004-06-30,3.8140589569161
2004-07-31,3.863821138211382
2004-08-31,3.6904761904761907
2004-09-30,3.854130052724077
2004-10-31,3.904918032786885
2004-11-30,3.859030837004405
2004-12-31,3.747950819672131
2005-01-31,3.7878211227402474
2005-02-28,3.781127129750983
2005-03-31,3.8706624605678233
2005-04-30,3.7179856115107914
2005-05-31,3.692857142857143
2005-06-30,3.8211586901763224
2005-07-31,3.8927813163481955
2005-08-31,3.9632746748278502
2005-09-30,3.9654654654654653
2005-10-31,3.896093100581879
2005-11-30,3.7459349593495936
2005-12-31,3.725475841874085
2006-01-31,3.8152866242038215
2006-02-28,3.9166666666666665
2006-03-31,3.985841636077609
2006-04-30,3.7153351698806243
2006-05-31,3.8320964749536177
2006-06-30,3.8720306513409963
2006-07-31,3.9671388101983003
2006-08-31,4.076732673267327
2006-09-30,3.8850931677018634
2006-10-31,3.7731800766283525
2006-11-30,4.0545065906661915
2006-12-31,3.9240506329113924
2007-01-31,4.146325129750544
2007-02-28,4.118993872944212
2007-03-31,4.1774683544303794
2007-04-30,4.087738223660554
2007-05-31,4.160702074310462
2007-06-30,4.091908396946565
2007-07-31,4.093989071038251
2007-08-31,4.114037469454249
2007-09-30,4.103931071620894
2007-10-31,4.058407079646018
2007-11-30,4.034037318023375
2007-12-31,4.055847772277228
2008-01-31,4.110760362338731
2008-02-29,4.131067961165049
2008-03-31,4.084835995191482
2008-04-30,4.110515842645033
2008-05-31,4.1372198542554655
2008-06-30,4.157134847210541
2008-07-31,4.130202774813234
2008-08-31,4.096364373563995
2008-09-30,4.100127641469295
2008-10-31,4.116732062780269
2008-11-30,4.105885311871227
2008-12-31,4.065708989805375
2009-01-31,4.171562430281847
2009-02-28,4.136323047921421
2009-03-31,4.151209677419355
2009-04-30,4.134543454345435
2009-05-31,4.088954612672051
2009-06-30,4.089600177206778
2009-07-31,4.003548895899054
2009-08-31,3.986496913580247
2009-09-30,4.0863433441558445
2009-10-31,4.060413728255759
2009-11-30,4.017327018597666
2009-12-31,4.0320775829914215
2010-01-31,4.033798134638471
2010-02-28,4.106836342113051
2010-03-31,4.079254322016246
2010-04-30,4.082617892248352
2010-05-31,4.061908416474802
2010-06-30,4.035614133482894
2010-07-31,4.047003674141645
2010-08-31,4.010058568882099
2010-09-30,4.047453847106926
2010-10-31,4.042398777692895
2010-11-30,3.993106089620835
2010-12-31,4.033498247783962
2011-01-31,4.05955235811351
2011-02-28,4.037253197566124
2011-03-31,4.083198520915183
2011-04-30,4.076808721506442
2011-05-31,4.064806594800253
2011-06-30,4.021015761821366
2011-07-31,4.026792549119674
2011-08-31,4.047017129356172
2011-09-30,4.086859189612715
2011-10-31,4.12933458294283
2011-11-30,4.084390030607783
2011-12-31,4.104636247022174
2012-01-31,4.110431080361894
2012-02-29,4.135162914996402
2012-03-31,4.1093279839518555
2012-04-30,4.132183908045977
2012-05-31,4.082244427363566
2012-06-30,4.088304601265038
2012-07-31,4.141333645845541
2012-08-31,4.112885662431942
2012-09-30,4.122394571013087
2012-10-31,4.16293857159078
2012-11-30,4.2208863198458575
2012-12-31,4.313605599138594
2013-01-31,4.3202727492990896
2013-02-28,4.321650722834713
2013-03-31,4.2911083540115795
2013-04-30,4.282978246243553
2013-05-31,4.258826617666361
2013-06-30,4.235187779635739
2013-07-31,4.255035449564937
2013-08-31,4.233978348610011
2013-09-30,4.224108802162528
2013-10-31,4.239495484737667
2013-11-30,4.206607915600619
2013-12-31,4.208952154640588
2014-01-31,4.242262245698891
2014-02-28,4.243687775839064
2014-03-31,4.237500303833159
2014-04-30,4.239458744419335
2014-05-31,4.246645274212368
2014-06-30,4.221812312658519
2014-07-31,4.312293915518379
2014-08-31,4.328620269039806
2014-09-30,4.327688007847928
2014-10-31,4.324929660891455
2014-11-30,4.329143398012305
2014-12-31,4.322349376809203
2015-01-31,4.345293204170672
2015-02-28,4.358902308766741
2015-03-31,4.361649156002589
2015-04-30,4.345085216012683
2015-05-31,4.321993818581593
2015-06-30,4.3232605817281
2015-07-31,4.320676405925743
2015-08-31,4.324949383205661
2015-09-30,4.324531516183987
2015-10-31,4.319924443822583
2015-11-30,4.327515498330949
2015-12-31,4.3091182723776305
2016-01-31,4.348960490350368
2016-02-29,4.356375106150673
2016-03-31,4.351036651272477
2016-04-30,4.339306171606498
2016-05-31,4.343315033549604
2016-06-30,4.344806763285024
2016-07-31,4.339552043539693
2016-08-31,4.336285920280153
2016-09-30,4.337775186696649
2016-10-31,4.3253763569843455
2016-11-30,4.328440007829321
2016-12-31,4.341582875505338
2017-01-31,4.3648231477605695
2017-02-28,4.359065943323112
2017-03-31,4.3487677605934865
2017-04-30,4.325633216965016
2017-05-31,4.316462506207581
2017-06-30,4.310686514107976
2017-07-31,4.300333362575665
2017-08-31,4.3103567567567564
2017-09-30,4.307457998191423
2017-10-31,4.278607216964422
2017-11-30,4.286118386589838
2017-12-31,4.27934199669967
2018-01-31,4.311907983761841
2018-02-28,4.310930461347279
2018-03-31,4.33872132923966
2018-04-30,4.3445175014503965
2018-05-31,4.3087260241534455
2018-06-30,4.311654262516915
2018-07-31,4.302628766830519
2018-08-31,4.360708534621578
2018-09-30,4.2894736842105265
2018-10-31,1.0
